"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s1572-8323%282011%2918","Volume 18 - Governance, Development and Conflict","978-0-85724-895-4","978-0-85724-896-1","Manas Chatterji, Darvesh Gopal, Savita Singh","2011","","","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","0956-6163","Public Policy & Environmental Management,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3687201727","Volume 27 - Innovations in English Language Arts Teacher Education","978-1-78714-051-6","978-1-78714-050-9","Heidi L. Hallman","2017","","Part I: Toward a Broader Vision of English Teacher Education;Part II: Lenses for Preparing Prospective Teachers to Teach English Language Arts;Part III: Social Justice Oriented English Language Arts Teacher Preparation","Advances in Research on Teaching","1479-3687","Dr Stefinee Pinnegar","Education","0819-8691","Education"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0743-4154201836b","Volume 36B - Including a Symposium on Mary Morgan: Curiosity, Imagination, and Surprise","978-1-78756-424-4","978-1-78756-423-7","Luca Fiorito, Scott Scheall, Carlos Eduardo Suprinyak","2018","","Part I Including a Symposium on Mary Morgan: Curiosity, Imagination, and Surprise;Part II Essay","Research in the History of Economic Thought and Methodology","0743-4154","Professor Luca Fiorito, Scott Scheall and Carlos Eduardo Suprinyak","Health & Social Care","0828-8666","Health & Social Care"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1108/s1746-9791%282010%296","Volume 6 - Emotions and Organizational Dynamism","978-0-85724-177-1","978-0-85724-178-8","Wilfred J. Zerbe, Härtel Charmine E. J., Ashkanasy Neal M.","2010","","","Research on Emotion in Organizations","1746-9791","Neal M. Ashkanasy, Wilfred J. Zerbe and Charmine E. J. Härtel","HR, Learning & Organization Studies,","1750-614X","HR, Learning & Organization Studies,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1521-6136%282009%2912","Volume 12 - Access to Justice","978-1-84855-242-5","978-1-84855-243-2","Rebecca L. Sandefur","2009","","","Sociology of Crime, Law and Deviance","1521-6136","Professor Mathieu Deflem, University of South Carolina","Sociology","","Sociology"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/loi/tqm","The TQM Journal","978-1-78743-829-3","978-1-78743-828-6","Leopold Ringel, Petra Hiller, Charlene Zietsma","2018","","Introduction;Section 1 Conceptualizing Organizational Boundaries;Section 2 Boundaries and Organizational Dynamics;Section 3 Extending Boundaries: Meta-Organization and Organizational Networks;Section 4 Boundaries and Organizational Fields","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","Operations, Logistics & Quality","1754-2731","Operations, Logistics & Quality"
"Engineering","https://www.emeraldinsight.com/loi/cw","Circuit World","","978-1-78756-793-1","","2018","","","Emerald Reach Proceedings Series","2516-2853","","Engineering","0305-6120","Engineering"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1574-8715%282008%295","Volume 5 - Globalization and Emerging Issues in Trade Theory and Policy","978-1-84663-962-3","978-1-84663-963-0","Binh Tran-Nam, Ngo Van Long, Makoto Tawada","2008","","Part I: Trade Liberalization and Outsourcing;Part II: Trading Clubs and Preferential Trade Agreements;Part III: Trade and Welfare","Frontiers of Economics and Globalization","1574-8715","Professor Hamid Beladi, Professor E. Kwan Choi","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201754b","Volume 54B - Multimodality, Meaning, and Institutions","978-1-78743-332-8","978-1-78743-331-1","Markus A. Höllerer, Thibault Daudigeos, Dennis Jancsary","2017","","Section 4: Multimodal Perspectives on Institutional Persistence and Change;Section 5: The Multimodal Construction of Identities","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","0140-9174","HR, Learning & Organization Studies,"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9780080458069","Shipping Company Strategies: Global Management Under Turbulent Conditions","978-0-08-044611-0","978-0-08-045806-9","Dominique Lord, Simon Washington","2005","This book is about developing implementable strategies for shipping firms.","","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Sociology","https://www.emeraldinsight.com/series/rean","","978-0-7623-1069-2","978-1-84950-247-4","Jennie Jacobs Kronenfeld","2003","","","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","1471-7794","Sociology"
"Marketing","https://www.emeraldinsight.com/series/rmr","","978-0-7623-1185-9","978-1-84950-331-0","K. de Ruyter, P. Pauwels","2005","","","Review of Marketing Research","1548-6435","Naresh K. Malhotra","Marketing","0307-2363","Marketing"
"Marketing","https://www.emeraldinsight.com/series/aprcm","","978-1-78052-996-7","978-1-78052-997-4","Gerald E. Smith","2012","","Section 1: Dan Nimer;Section 2: Pricing, Strategy, and Competitive Advantage;Section 3: The Defining Role of Value in Pricing;Section 4: Pricing Capability and Pricing Innovation","Advances in Public Relations and Communication Management","2398-3914","Professor Shaoming Zou","Marketing","1747-3616","Marketing"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s2059-656120161","Organizing Disaster","978-1-78560-685-4","978-1-78560-684-7","Richard Whitley, Jochen Gläser","2016","","","Critical Management Studies","2059-6561","Professor Michael Lounsbury","HR, Learning & Organization Studies","1551-7470","HR, Learning & Organization Studies"
"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1016/s1479-3547%282001%292","Volume 2 - Exploring Theories and Expanding Methodologies: Where we are and where we need to go","978-0-7623-0773-9","978-1-84950-102-6","Sharon N. Barnartt, Barbara M. Altman","2001","","","Research in Social Science and Disability","1479-3547","Dr Barbara Altman, Dr Sharon Barnartt","Sociology,","1757-0980","Sociology,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1569-3759201496","Volume 96 - Risk Management Post Financial Crisis: A Period of Monetary Easing","978-1-78441-027-8","978-1-78441-026-1","Jonathan A. Batten, Niklas F. Wagner","2014","","Part I: A Perspective on the Financial Crisis and Global Risk Management;Part II: Risk and Integration in a Post-Crisis Setting;Part III: Monetary Policy and Credit in a Post-Crisis Setting;Part IV: Country Studies on Monetary Policy, Credit, and Financial Intermediaries;Part V: Country Studies on Markets and Risk","Contemporary Studies in Economic and Financial Analysis","1569-3759","Professor R. Mark Isaac and Douglas A. Norton","Public Policy & Environmental Management","2356-9980","Public Policy & Environmental Management"
"Marketing","https://www.emeraldinsight.com/doi/book/10.1108/s1069-0964%282013%2920","Volume 20 - Deep Knowledge of B2B Relationships Within and Across Borders","978-1-78190-858-7","978-1-78190-859-4","Arch G. Woodside, Roger Baxter","2013","","","Advances in Business Marketing and Purchasing","1069-0964","Professor Arch Woodside","Marketing","1356-3289","Marketing"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/loi/jfc","Journal of Financial Crime","978-0-7623-1068-5","978-1-84950-246-7","J. Jay Choi, Takato Hiraki","2003","","","International Finance Review","1569-3767","Professor J. Jay Choi","Accounting, Finance & Economics","1359-0790","Accounting, Finance & Economics"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/loi/jic","Journal of Intellectual Capital","978-1-78714-562-7","978-1-78714-561-0","Patrick Flanagan, Patrick Primeaux, William Ferguson","2018","An exciting vision of what we can aspire to when sustainability is integrated within strategic practices across enterprise functions, systems, supply chains, and cities. The book will enable decision makers to recognize a new era of innovative value creation.","Section I A Dynamic Performance Frontier – Beyond Sustainability;Section II Building Shared Understanding;Section III Assessing the Current Reality (As Is);Section IV Brainstorming Actions to Close the Gap (To Be);Section V Prioritization – Action;Appendices","International Perspectives on Equality, Diversity and Inclusion","2051-2333","Michael Schwartz and Howard Harris","Accounting, Finance & Economics,","1469-1930","Accounting, Finance & Economics,"
"Health & Social Care","https://www.emeraldinsight.com/loi/amhid","Advances in Mental Health and Intellectual Disabilities","978-0-7623-0961-0","978-1-84950-176-7","Jennie Jacobs Kronenfeld","2002","","","Advances in Health Economics and Health Services Research","0731-2199","Prof. Michael Grossman, Prof. Bjorn Lindgren, Prof. Robert Kaestner, Prof. Kristian Bolin","Education,","2044-1282","Education,"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1048-4736%282009%2919","Volume 19 - Measuring the Social Value of Innovation: A Link in the University Technology Transfer and Entrepreneurship Equation","978-1-84855-466-5","978-1-84855-467-2","Gary D. Libecap","2009","","Part I: Demonstrating Social and Economic Value of Individual Innovations: The Benefits to the Institution and the Individual Innovator;Part II: Exploring Metrics and Measures for Demonstrating the Social and Economic Value of Individual Innovations;Part III: Implications of Pilot Program Development with Intent to Transfer to other Institutions","Advances in the Study of Entrepreneurship, Innovation & Economic Growth","1048-4736","Sherry Hoskinson and Donald Kuratko","Business, Management & Strategy","1368-3047","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1085-4622%282000%293","Volume 3 - Advances in Accounting Education Teaching and Curriculum Innovations","978-0-7623-0758-6","978-1-84950-871-1","Bill N. Schwartz, J. Edward Ketz","2000","","","Advances in Accounting Education","1085-4622","Dr Thomas G. Calderon","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0743-4154%282007%2925_part_2","Volume 25 Part 2 - Documents from the History of Economic Thought","978-0-7623-1423-2","978-1-84950-492-8","Warren J. Samuels","2007","","","Research in the History of Economic Thought and Methodology","0743-4154","Professor Luca Fiorito, Scott Scheall and Carlos Eduardo Suprinyak","Sociology","2044-1398","Sociology"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s2042-9940%282011%299","Volume 9 - Biology and Politics","978-0-85724-579-3","978-0-85724-580-9","Steven A. Peterson, Albert Somit","2011","","Part I: Introduction;Part II: Genes, Evolution, and Politics;Part III: The Brain and Political Behavior","Research in Biopolitics","2042-9940","Dr. Albert Somit and Dr. Steven A. Peterson","Public Policy & Environmental Management","0735-8547","Public Policy & Environmental Management"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1059-4337%282010%2952","Volume 52 - Special Issue Law Firms, Legal Culture, and Legal Practice","978-0-85724-357-7","978-0-85724-358-4","Austin Sarat","2010","","","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1871-2673","Sociology"
"Business, Management & Strategy","https://www.emeraldinsight.com/loi/sl","Strategy & Leadership","978-0-7623-0023-5","978-1-84950-016-6","Craig S. Galbraith","2001","","","International Research in the Business Disciplines","1074-7877","Professor Craig S. Galbraith","Business, Management & Strategy","1087-8572","Business, Management & Strategy"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x%282010%2930_part_b","Volume 30 Part B - Markets on Trial: The Economic Sociology of the U.S. Financial Crisis: Part B","978-0-85724-207-5","978-0-85724-208-2","Michael Lounsbury, Paul M. Hirsch","2010","","Part B: Introduction to the Special Two-volume Set;Section III: Historical origins of the U.S. financial crisis;Section IV: Crisis production: Speculative bubbles and business cycles;Section V: Comparative institutional dynamics;Section VI: A future society and economy;Section VII: Postscripts","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","0140-9174","HR, Learning & Organization Studies,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3539%282002%2913","Volume 13 - Schooling and Social Capital in Diverse Cultures","978-0-7623-0817-0","978-1-84950-885-8","Bruce Fuller, Emily Hannum","2002","","","Research in the Sociology of Education","1479-3539","Professor Grace Kao and Associate Professor Hyunjoon Park","Education","0968-4883","Education"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0742-6186201521","Volume 21 - Advances in Industrial and Labor Relations","978-1-78441-380-4","978-1-78441-379-8","David Lewin, Paul J. Gollan","2015","","","Advances in Industrial and Labor Relations","0742-6186","David Lewin and Paul Gollan","HR, Learning & Organization Studies","1012-8255","HR, Learning & Organization Studies"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/9781786354457","The Handbook of Business and Corruption: Cross-Sectoral Experiences","978-1-78635-446-4","978-1-78635-445-7","Michael S. Aßländer, Sarah Hudson","2017","The Handbook of Business and Corruption provides an overview of corrupt business practices in general and, more particularly, in different industry sectors, considering such practices from an ethical perspective.","Part I Explaining and Preventing Corrupt Practices;Part II Corruption – Cross-Sectoral Experiences","Advances in the Study of Entrepreneurship, Innovation & Economic Growth","1048-4736","Sherry Hoskinson and Donald Kuratko","Business, Management & Strategy","1463-6689","Business, Management & Strategy"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1108/s1477-4070%282011%298","Volume 8 - Advances in Business and Management Forecasting","978-0-85724-959-3","978-0-85724-960-9","Kenneth D. Lawrence, Ronald K. Klimberg","2011","","Part I: Demand Forecasting;Part II: Financial Forecasting;Part III: Health Care Forecasting;Part IV: Selected Topics in Forecasting","Advances in Business and Management Forecasting","1477-4070","Professor Kenneth D. Lawrence","Operations, Logistics & Quality","1012-8255","Operations, Logistics & Quality"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0573-8555%281995%29226","Volume 226 - Economics, Econometrics and the LINK: Essays in Honor of Lawrence R.Klein","978-0-444-81787-7","978-1-84950-855-1","M.Jan Dutta","1995","","","Contributions to Economic Analysis","0573-8555","Professor Badi H. Baltagi and Professor Efraim Sadka","Sociology","2044-1398","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0190-1281%282008%2928","Volume 28 - Hidden Hands in the Market: Ethnographies of Fair Trade, Ethical Consumption, and Corporate Social Responsibility","978-1-84855-058-2","978-1-84855-059-9","Geert De Neve, Luetchford Peter, Jeffrey Pratt, Donald C. Wood","2008","","","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","1754-2413","Sociology"
"Education","https://www.emeraldinsight.com/doi/book/10.1016/s0270-4021%282001%2911","Volume 11 - Early Education and Care, and Reconceptualizing Play","978-0-7623-0810-1","978-1-84950-117-0","Stuart Reifel, Mac H. Brown","2001","","Part I: Early Childhood Education and Care;Part II: Reconceptualizing play","Advances in Early Education And Day Care","0270-4021","John A. Sutterby","Education","1477-7282","Education"
"Marketing","https://www.emeraldinsight.com/doi/book/10.1108/s1474-7979%282011%2921","Volume 21 - International Marketing","978-0-85724-447-5","978-0-85724-448-2","Shaoming Zou, Huifen Fu","2011","","","Advances in International Marketing","1474-7979","Professor Shaoming Zou","Marketing","0954-7541","Marketing"
"Business, Management & Strategy","https://www.emeraldinsight.com/loi/bqmt","Benchmarking for Quality Management & Technology","978-1-78635-334-4","978-1-78635-333-7","Arch G. Woodside","2016","With the objective of reducing the high volume of bad practices in business research, this book offers propositions for improving theory construction and empirical testing of theory especially by business scholars. It does so by covering 24 common bad practices, explaining why they are bad and how to replace all of them with a good practice.","","Technology, Innovation, Entrepreneurship and Competitive Strategy","1479-067X","Barak S. Aharonson","Business, Management & Strategy","1351-3036","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1574-8715201616","Volume 16 - Food Security in a Food Abundant World: An Individual Country Perspective","978-1-78560-215-3","978-1-78560-214-6","Andrew Schmitz, P. Lynn Kennedy, Troy G. Schmitz","2016","","","Frontiers of Economics and Globalization","1574-8715","Professor Hamid Beladi, Professor E. Kwan Choi","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0731-9053%282004%2918","Volume 18 - Spatial and Spatiotemporal Econometrics","978-0-7623-1148-4","978-1-84950-301-3","James P. Lesage, R. Kelley Pace","2004","","","Advances in Econometrics","0731-9053","Thomas B. Fomby, R. Carter Hill, Ivan Jeliazkov, Juan Carlos Escanciano and Eric Hillebrand","Sociology","2356-9980","Sociology"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1569-3767%282006%297","Volume 7 - Value Creation in Multinational Enterprise","978-0-7623-1392-1","978-1-84950-475-1","J. Jay Choi, Reid W. Click","2006","","Part I: An Overview;Part II: Multinationals and Foreign Direct Investment;Part III: Strategies and Firm Performance;Part IV: Mergers and Acquisitions;Part V: Finance and Governance;Part VI: The Financial Services Sector;Part VII: The Influence of the State","International Finance Review","1569-3767","Professor J. Jay Choi","Accounting, Finance & Economics","2040-8021","Accounting, Finance & Economics"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1016/s0733-558x%282007%2925","Volume 25 - The Sociology of Entrepreneurship","978-0-7623-1433-1","978-1-84950-498-0","Martin Ruef, Michael Lounsbury","2007","","Part I: Entry into Entrepreneurial Activity;Part II: Immigrant Entrepreneurship and Enclaves;Part III: Academic Entrepreneurship;Part IV: Entrepreneurship and Organizational Forms","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","2177-8736","HR, Learning & Organization Studies,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1529-2134%282010%2913","Volume 13 - The Social Science of Hayek's ‘The Sensory Order’","978-1-84950-974-9","978-1-84950-975-6","William N. Butos","2010","","Part I: Hayek's Cognitive Psychology, Evolution, and Social Theory;Part II: Hayek’s Cognitive Psychology and Economics;Part III: Hayek’s Cognitive Psychology, Institutions, and Broader Social Theory;Part IV: The Place of The Sensory Order in Hayek's Oeuvre: A Mini Symposium","Advances in Austrian Economics","1529-2134","Daniel D’Amico; Adam Martin","Accounting, Finance & Economics","2356-9980","Accounting, Finance & Economics"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1048-4736%282009%2920","Volume 20 - Frontiers in Eco-Entrepreneurship Research","978-1-84855-950-9","978-1-84855-951-6","Gary D. Libecap","2009","","","Advances in the Study of Entrepreneurship, Innovation & Economic Growth","1048-4736","Sherry Hoskinson and Donald Kuratko","Business, Management & Strategy","1463-6689","Business, Management & Strategy"
"Tourism & Hospitality","https://www.emeraldinsight.com/loi/whatt","Worldwide Hospitality and Tourism Themes","978-1-78560-219-1","978-1-78560-218-4","Philip L. Pearce, Mao-Ying Wu","2016","","","Bridging Tourism Theory and Practice","2042-1443","Jafar Jafari and Liping A. Cai","Tourism & Hospitality","1755-4217","Tourism & Hospitality"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1479-067x201615","Volume 15 - Mergers and Acquisitions, Entrepreneurship and Innovation","978-1-78635-372-6","978-1-78635-371-9","Yaakov Weber, Shlomo Y. Tarba","2016","","","Technology, Innovation, Entrepreneurship and Competitive Strategy","1479-067X","Barak S. Aharonson","Business, Management & Strategy","1368-3047","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s2059-2841201603","The Flipped Approach to Higher Education: Designing Universities for Today’s Knowledge Economies and Societies","978-1-78635-744-1","978-1-78635-743-4","Muhammed Şahin, Caroline Fell Kurban","2016","","","Innovation, Technology, and Education for Growth","2059-2841","Professor John Bishop","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1016/s0275-4959%282008%2926","Volume 26 - Care for Major Health Problems and Population Health Concerns: Impacts on Patients, Providers and Policy","978-1-84855-160-2","978-1-84855-161-9","Jennie Jacobs Kronenfeld","2008","","Section 1: Introduction to Issues of Population Health and Major Health Problems;Section 2: Chronic Health Problems;Section 3: Women and Specialized Health Problems;Section 4: Mental Health;Section 5: Broader Considerations about Population Health in Specialized Populations and Across Countries","Research in the Sociology of Health Care","0275-4959","Dr. Leonard H. Friedman, Dr. Jim Goes, Professor Grant T. Savage","Sociology,","1463-6646","Sociology,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0163-786x%282000%2922","Volume 22 - Research in Social Movements, Conflicts and Change","978-0-7623-0665-7","978-1-84950-054-8","Patrick G. Coy","2000","","Part I. Methods and the Study of Social Movements;Part II. Case Studies in Social Movements;Part III. Social Inequalities and Social Change","Research in Social Movements, Conflicts and Change","0163-786X","Dr Patrick G. Coy","Sociology","1471-7794","Sociology"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s2043-9059%282011%293","Volume 3 - Business and Sustainability: Concepts, Strategies and Changes","978-1-78052-438-2","978-1-78052-439-9","Gabriel Eweje, Martin Perry","2011","","Part I: Conceptualizing Business Engagement with Sustainability;Part II: Business Sustainability: Opportunities and Strategies;Part III: Stakeholder Management and Facilitating Change for Sustainability","Critical Studies on Corporate Responsibility, Governance and Sustainability","2043-9059","William Sun","Public Policy & Environmental Management","0007-070X","Public Policy & Environmental Management"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0743-4154%282003%2921_part_3","Volume 21 Part 3 - Documents on Modern History of Economic Thought: Part C","978-0-7623-0998-6","978-1-84950-197-2","Warren J. Samuels","2003","","","Research in the History of Economic Thought and Methodology","0743-4154","Professor Luca Fiorito, Scott Scheall and Carlos Eduardo Suprinyak","Sociology","2044-1398","Sociology"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/loi/wjstsd","World Journal of Science, Technology and Sustainable Development","978-1-78190-734-4","978-1-78190-735-1","Susan Maret","2013","","","Research in Social Problems and Public Policy","0196-1152","Professor Ted I. K. Youn.","Public Policy & Environmental Management","2042-5945","Public Policy & Environmental Management"
"Tourism & Hospitality","https://www.emeraldinsight.com/doi/book/10.1108/s1571-5043201521","Volume 21 - Tourism Education: Global Issues and Trends","978-1-78350-997-3","978-1-78350-998-0","Pauline J. Sheldon, Cathy H. C. Hsu","2015","","Philosophical Issues in Tourism Education;Experiential/Active Learning in Tourism Education: Case Studies","Tourism Social Science Series","1571-5043","Jafar Jafari","Tourism & Hospitality","2042-678X","Tourism & Hospitality"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s2043-9059201711","Volume 11 - Finance and Economy for Society: Integrating Sustainability","978-1-78635-510-2","978-1-78635-509-6","Sharam Alijani, Catherine Karyotis","2016","","Part I Introduction;Part II Unpacking the Financial Crisis: Challenges and Perspectives;Part III Sustainable Finance: Ethical and Innovation Dilemmas;Part IV Moving toward Sustainable Social and Economic Models","Critical Studies on Corporate Responsibility, Governance and Sustainability","2043-9059","William Sun","","",""
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201753","Volume 53 - Structure, Content and Meaning of Organizational Networks: Extending Network Thinking","978-1-78714-434-7","978-1-78714-433-0","Peter Groenewegen, Julie E. Ferguson, Christine Moser, John W. Mohr, Stephen P. Borgatti","2017","","","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","1871-2673","HR, Learning & Organization Studies,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0275-4959%282011%2929","Volume 29 - Access to Care and Factors that Impact Access, Patients as Partners in Care and Changing Roles of Health Providers","978-0-85724-715-5","978-0-85724-716-2","Jennie Jacobs Kronenfeld","2011","","Section I: Systems of Health-Care Delivery and Sociological Issues;Section II: Providers of Care;Section III: Patients as Consumers of Health-Care Services;Section IV: Health-Care Systems: Modifications and Reforms","Research in the Sociology of Health Care","0275-4959","Brea L. Perry","Sociology,","1757-0972","Sociology,"
"Education","https://www.emeraldinsight.com/doi/book/10.1016/s1479-3539%282006%2915","Volume 15 - Children's Lives and Schooling across Societies","978-0-7623-1291-7","978-1-84950-400-3","Emily Hannum, Bruce Fuller","2006","","","Research in the Sociology of Education","1479-3539","Professor Grace Kao and Associate Professor Hyunjoon Park","Education","1065-0741","Education"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0190-1281201535","Volume 35 - Climate Change, Culture, and Economics: Anthropological Investigations","978-1-78560-361-7","978-1-78560-360-0","Donald C. Wood","2015","","Part I: Local Cultural Adaptations/Adjustments;Part II: Food Production/Procurement;Part III: Urban Situations","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","2044-1398","Sociology"
"Business, Management & Strategy","https://www.emeraldinsight.com/loi/sajbs","South Asian Journal of Business Studies","978-1-78350-467-1","978-1-78350-468-8","Céline Louche, Tessa Hebb","2014","","Part I: Introduction;Part II: SRI Impacts: Engagement and Innovation;Part III: SRI Challenges: Limits and Effectiveness;Part IV: SRI Developments: Values and Governance;Part V: Conclusion","Critical Studies on Corporate Responsibility, Governance and Sustainability","2043-9059","William Sun","Business, Management & Strategy","2398-628X","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1058-7497%282000%2912","Volume 12 - Advances in Taxation","978-0-7623-0670-1","978-1-84950-057-9","Cheng Few Lee, Min-Teh Yu","2000","","","Advances in Taxation","1058-7497","Professor John Hasseldine","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1571-0386201524","Volume 24 - Monetary Policy in the Context of the Financial Crisis: New Challenges and Lessons","978-1-78441-780-2","978-1-78441-779-6","William A. Barnett, Fredj Jawadi","2015","","","International Symposia in Economic Theory and Econometrics","1571-0386","Professor William Barnett","Accounting, Finance & Economics","1022-2529","Accounting, Finance & Economics"
"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1016/s1479-3547%282003%293","Volume 3 - Using Survey Data to Study Disability: Results from the National Health Survey on Disability","978-0-7623-1007-4","978-1-84950-203-0","Barbara M. Altman, Sharon N. Barnartt, Gerry E. Hendershot, Sheryl A. Larson","2003","","","Research in Social Science and Disability","1479-3547","Dr Barbara Altman, Dr Sharon Barnartt","Sociology,","1359-5474","Sociology,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3644201820","Volume 20 - Campus Diversity Triumphs","978-1-78714-806-2","978-1-78714-805-5","Sherwood Thompson","2018","","Part I Innovations, Perspectives, and Trends;Part II Diversity in Medical Universities and Health Care;Part III Institutional Inclusive Excellence","Diversity in Higher Education","1479-3644","Professor Henry T. Frierson","Education","2046-3162","Education"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1057-1922%282010%2916","Volume 16 - From Community to Consumption: New and Classical Themes in Rural Sociological Research","978-0-85724-281-5","978-0-85724-282-2","Alessandro Bonanno, Hans Bakker, Raymond Jussaume, Yoshio Kawamura, Mark Shucksmith","2010","","Part I: Sociology of Agriculture;Part II: Development, Rural, Community, and Migration;Part III: Consumption;Part IV: Natural Resources and Rural Women","Research in Rural Sociology and Development","1057-1922","Professor Terry Marsden","Sociology","1757-0980","Sociology"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s1479-3563%282008%298","Volume 8 - Corporate Governance in Less Developed and Emerging Economies","978-1-84855-252-4","978-1-84855-253-1","Mathew Tsamenyi, Shahzad Uddin","2008","","","Research in Accounting in Emerging Economies","1479-3563","Professor Mathew Tsamenyi and Prof. Shahzad Uddin","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"Business, Management & Strategy","https://www.emeraldinsight.com/series/aimnew","","978-0-7623-1104-0","978-1-84950-267-2","Michael Schwartz, Howard Harris","2004","","","Advances in International Management","1571-5027","Laszlo Tihany, Torben Pedersen and Timothy Devinney","Business, Management & Strategy","1012-8255","Business, Management & Strategy"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0363-3268%282014%2930","Volume 30 - Research in Economic History","978-1-78350-487-9","978-1-78350-488-6","Christopher Hanes, Susan Wolcott","2014","","","Research in Economic History","0363-3268","Susan Wolcott and Christopher Hanes","Sociology","","Sociology"
